T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20
27.537,26.24,26.022,28.047,26.365,25.707,25.443,26.063,24.885,27.769,28.549,28.381,28.566,28.459,29.79,20.773,21.058,27.556,27.995,19.377
27.561,26.29,25.989,28.064,26.363,25.729,25.47,26.092,24.914,27.784,28.541,28.405,28.58,28.438,29.79,20.792,21.172,27.564,27.979,19.35
27.546,26.301,26.028,28.054,26.36,25.731,25.488,26.121,24.92,27.791,28.534,28.395,28.566,28.41,29.779,20.79,21.101,27.551,28.012,19.366
27.597,26.328,26.078,28.126,26.385,25.766,25.54,26.105,24.947,27.784,28.516,28.42,28.545,28.408,29.765,20.747,21.032,27.551,27.997,19.313
27.574,26.347,26.069,28.095,26.379,25.773,25.593,26.119,24.931,27.786,28.517,28.398,28.551,28.408,29.768,20.673,20.951,27.547,27.959,19.269
27.657,26.451,26.112,28.117,26.426,25.784,25.61,26.133,24.974,27.812,28.524,28.381,28.545,28.421,29.757,20.711,21.047,27.522,27.948,19.305
27.624,26.367,26.147,28.164,26.417,25.797,25.594,26.141,24.982,27.815,28.505,28.386,28.532,28.424,29.738,20.659,20.981,27.528,27.999,19.351
27.613,26.386,26.117,28.144,26.412,25.8,25.618,26.171,24.96,27.809,28.466,28.389,28.545,28.389,29.765,20.681,20.962,27.511,27.95,19.332
27.616,26.348,26.095,28.057,26.396,25.811,25.681,26.146,24.966,27.787,28.475,28.37,28.532,28.364,29.743,20.67,20.932,27.506,27.942,19.299
27.605,26.429,26.063,28.087,26.398,25.786,25.695,26.135,24.982,27.782,28.464,28.378,28.537,28.372,29.738,20.684,20.973,27.49,27.882,19.357
27.594,26.383,26.134,28.071,26.39,25.827,25.771,26.162,24.974,27.796,28.447,28.359,28.502,28.353,29.735,20.711,21.003,27.511,27.891,19.401
27.586,26.367,26.147,28.079,26.415,25.819,25.763,26.171,24.977,27.776,28.426,28.394,28.507,28.391,29.73,20.731,20.984,27.471,27.891,19.407
27.616,26.386,26.12,28.076,26.415,25.819,25.774,26.149,24.99,27.793,28.407,28.356,28.551,28.4,29.724,20.692,21.047,27.452,27.893,19.313
27.605,26.383,26.114,28.041,26.396,25.816,25.836,26.154,25.012,27.793,28.409,28.348,28.502,28.337,29.724,20.689,20.954,27.471,27.901,19.291
27.611,26.381,26.094,28.053,26.393,25.819,25.874,26.15,25.03,27.79,28.412,28.349,28.507,28.331,29.721,20.675,20.953,27.487,27.882,19.362
27.581,26.378,26.14,28.078,26.387,25.833,25.855,26.177,25.035,27.793,28.382,28.363,28.529,28.358,29.686,20.725,21.006,27.438,27.882,19.307
27.578,26.37,26.097,28.086,26.396,25.827,25.872,26.158,25.021,27.776,28.368,28.355,28.523,28.337,29.699,20.659,20.981,27.443,27.896,19.304
27.53,26.31,26.115,28.016,26.397,25.849,25.945,26.169,25.03,27.807,28.403,28.354,28.503,28.298,29.709,20.672,20.965,27.509,27.903,19.306
27.531,26.304,26.103,28.04,26.369,25.822,25.955,26.16,25.048,27.801,28.383,28.373,28.537,28.367,29.728,20.677,20.969,27.527,27.92,19.381
27.515,26.328,26.101,28.031,26.378,25.857,25.95,26.191,25.06,27.818,28.386,28.387,28.528,28.367,29.714,20.688,21.022,27.505,27.922,19.369
27.499,26.347,26.057,28.039,26.367,25.852,25.944,26.17,25.068,27.813,28.375,28.381,28.495,28.378,29.725,20.776,21.055,27.486,27.908,19.452
27.45,26.333,26.041,28.066,26.362,25.857,25.955,26.153,25.057,27.81,28.35,28.37,28.525,28.362,29.692,20.762,21.088,27.513,27.862,19.331
27.512,26.355,26.052,28.017,26.37,25.833,26.004,26.172,25.09,27.791,28.358,28.348,28.544,28.318,29.695,20.735,21.05,27.516,27.876,19.358
27.493,26.363,26.093,28.015,26.359,25.857,26.023,26.159,25.068,27.794,28.323,28.376,28.506,28.28,29.719,20.765,21.044,27.507,27.916,19.369
27.502,26.325,26.074,28.009,26.365,25.849,26.051,26.172,25.052,27.805,28.326,28.335,28.504,28.318,29.684,20.735,21.028,27.507,27.892,19.394
27.482,26.279,26.057,28.004,26.376,25.841,26.07,26.161,25.071,27.789,28.309,28.34,28.495,28.294,29.675,20.743,21.014,27.472,27.862,19.463
27.518,26.341,26.093,28.023,26.365,25.863,26.07,26.164,25.098,27.791,28.282,28.327,28.504,28.321,29.656,20.751,21.061,27.483,27.884,19.438
27.525,26.35,26.096,28.057,26.365,25.878,26.054,26.181,25.087,27.796,28.297,28.335,28.485,28.304,29.667,20.776,21.051,27.458,27.87,19.444
27.527,26.419,26.108,28.053,26.384,25.892,26.062,26.174,25.096,27.813,28.281,28.321,28.497,28.321,29.632,20.735,21.021,27.418,27.851,19.422
27.545,26.38,26.152,28.063,26.404,25.894,26.071,26.165,25.097,27.819,28.265,28.333,28.458,28.288,29.64,20.731,21.005,27.439,27.825,19.376
27.589,26.476,26.158,28.115,26.437,25.925,26.117,26.198,25.11,27.804,28.246,28.337,28.467,28.247,29.629,20.764,21.001,27.416,27.804,19.327
27.532,26.405,26.188,28.12,26.437,25.931,26.133,26.179,25.118,27.818,28.249,28.315,28.461,28.234,29.621,20.747,20.968,27.433,27.798,19.387
27.594,26.399,26.221,28.104,26.426,25.92,26.19,26.184,25.11,27.796,28.235,28.318,28.464,28.228,29.618,20.723,21.009,27.4,27.76,19.368
27.553,26.41,26.21,28.096,26.439,25.944,26.177,26.174,25.132,27.796,28.224,28.307,28.461,28.239,29.594,20.794,21.108,27.386,27.749,19.305
27.583,26.429,26.142,28.063,26.418,25.925,26.196,26.149,25.137,27.796,28.213,28.324,28.453,28.209,29.61,20.745,21.083,27.386,27.727,19.291
27.553,26.451,26.175,28.038,26.445,25.939,26.215,26.165,25.121,27.815,28.2,28.291,28.458,28.228,29.597,20.75,21.094,27.395,27.771,19.349
27.573,26.437,26.218,28.077,26.415,25.953,26.179,26.163,25.148,27.812,28.189,28.283,28.461,28.204,29.586,20.734,21.02,27.365,27.738,19.354
27.578,26.454,26.169,28.044,26.412,25.961,26.169,26.165,25.146,27.82,28.143,28.277,28.434,28.198,29.572,20.723,21.069,27.348,27.711,19.371
27.526,26.459,26.183,28.098,26.409,25.947,26.171,26.149,25.146,27.815,28.173,28.256,28.45,28.19,29.569,20.714,21.042,27.324,27.719,19.448
27.564,26.383,26.245,28.082,26.42,25.942,26.133,26.163,25.154,27.798,28.148,28.266,28.439,28.155,29.575,20.698,20.992,27.307,27.706,19.354
27.535,26.416,26.233,28.084,26.426,25.947,26.139,26.156,25.139,27.809,28.153,28.268,28.417,28.19,29.585,20.75,21.058,27.294,27.697,19.379
27.567,26.413,26.184,28.054,26.431,25.947,26.16,26.158,25.114,27.804,28.142,28.27,28.42,28.141,29.528,20.72,20.965,27.31,27.678,19.335
27.473,26.425,26.16,28.005,26.412,25.95,26.208,26.173,25.173,27.833,28.14,28.292,28.476,28.159,29.59,20.739,21.028,27.337,27.713,19.346
27.514,26.343,26.16,28.013,26.418,25.955,26.237,26.159,25.13,27.8,28.135,28.303,28.411,28.148,29.576,20.755,21.006,27.372,27.722,19.406
27.474,26.36,26.126,28.02,26.436,25.936,26.239,26.17,25.144,27.824,28.143,28.31,28.477,28.174,29.594,20.763,21.047,27.385,27.74,19.425
27.504,26.347,26.123,28.031,26.395,25.947,26.277,26.167,25.172,27.83,28.143,28.297,28.46,28.182,29.583,20.752,21.053,27.396,27.745,19.375
27.447,26.36,26.136,28.034,26.4,25.914,26.277,26.162,25.155,27.816,28.124,28.294,28.436,28.185,29.578,20.738,21.113,27.38,27.721,19.436
27.447,26.333,26.18,27.999,26.389,25.936,26.271,26.156,25.174,27.816,28.124,28.297,28.477,28.185,29.586,20.774,21.141,27.358,27.707,19.43
27.474,26.36,26.145,28.018,26.395,25.944,26.304,26.164,25.172,27.835,28.116,28.302,28.438,28.13,29.567,20.785,21.056,27.388,27.74,19.408
27.455,26.363,26.128,28.029,26.406,25.944,26.331,26.156,25.147,27.8,28.097,28.297,28.447,28.149,29.553,20.732,21.053,27.38,27.726,19.436
27.412,26.333,26.12,28.034,26.4,25.944,26.359,26.159,25.172,27.813,28.097,28.264,28.436,28.147,29.564,20.771,21.1,27.366,27.666,19.546
27.453,26.374,26.15,28.053,26.362,25.963,26.342,26.156,25.169,27.819,28.084,28.27,28.452,28.198,29.57,20.834,21.133,27.314,27.661,19.438
27.425,26.36,26.158,28.029,26.389,25.953,26.369,26.178,25.18,27.808,28.078,28.281,28.452,28.136,29.548,20.771,21.034,27.382,27.745,19.408
27.526,26.441,26.221,28.07,26.442,26.003,26.391,26.196,25.202,27.815,28.083,28.29,28.475,28.147,29.58,20.775,21.103,27.349,27.695,19.377
27.533,26.432,26.225,28.041,26.442,26.008,26.394,26.218,25.244,27.827,28.087,28.306,28.47,28.147,29.553,20.797,21.097,27.335,27.67,19.278
27.581,26.476,26.232,28.112,26.453,26.021,26.387,26.223,25.236,27.839,28.088,28.31,28.467,28.188,29.542,20.794,21.078,27.354,27.725,19.28
27.535,26.441,26.261,28.098,26.453,26.005,26.422,26.213,25.221,27.861,28.083,28.309,28.442,28.136,29.548,20.775,21.031,27.37,27.739,19.385
27.564,26.487,26.245,28.077,26.472,26.013,26.438,26.225,25.23,27.856,28.094,28.307,28.453,28.114,29.567,20.786,21.053,27.362,27.706,19.473
27.548,26.47,26.254,28.082,26.467,26.04,26.444,26.247,25.247,27.859,28.069,28.291,28.453,28.16,29.55,20.811,21.205,27.31,27.649,19.421
27.564,26.457,26.284,28.082,26.456,26.029,26.436,26.242,25.277,27.853,28.08,28.31,28.456,28.109,29.572,20.77,21.083,27.329,27.673,19.357
27.554,26.468,26.24,28.06,26.478,26.026,26.466,26.253,25.257,27.867,28.083,28.321,28.456,28.106,29.575,20.737,21.006,27.346,27.679,19.305
27.564,26.465,26.303,28.071,26.453,26.026,26.422,26.253,25.268,27.853,28.094,28.327,28.478,28.133,29.572,20.726,20.998,27.321,27.646,19.256
27.597,26.473,26.248,28.115,26.448,26.037,26.449,26.266,25.271,27.886,28.056,28.335,28.519,28.13,29.575,20.715,21.012,27.319,27.657,19.302
27.521,26.468,26.294,28.099,26.489,26.018,26.479,26.285,25.26,27.888,28.08,28.324,28.491,28.111,29.597,20.728,20.954,27.335,27.684,19.368
27.559,26.489,26.27,28.044,26.461,26.032,26.531,26.272,25.263,27.891,28.086,28.346,28.478,28.125,29.572,20.753,20.998,27.351,27.684,19.407
27.54,26.514,26.245,28.05,26.459,26.029,26.558,26.304,25.287,27.899,28.099,28.337,28.502,28.122,29.602,20.715,20.965,27.37,27.692,19.379
27.567,26.514,26.27,27.995,26.483,26.067,26.547,26.318,25.282,27.905,28.102,28.356,28.472,28.158,29.602,20.671,20.976,27.368,27.695,19.33
27.584,26.473,26.269,28.095,26.475,26.048,26.566,26.319,25.302,27.924,28.096,28.363,28.518,28.16,29.621,20.681,20.965,27.335,27.686,19.321
27.547,26.485,26.265,28.051,26.465,26.043,26.588,26.352,25.319,27.935,28.136,28.4,28.55,28.189,29.65,20.722,21.059,27.376,27.71,19.353
27.518,26.392,26.27,28.063,26.451,26.054,26.566,26.384,25.369,27.965,28.155,28.436,28.6,28.259,29.703,20.774,21.088,27.386,27.757,19.395
27.553,26.435,26.291,28.049,26.489,26.078,26.547,26.408,25.378,27.992,28.163,28.425,28.627,28.215,29.703,20.802,21.107,27.44,27.8,19.453
27.483,26.467,26.265,28.059,26.466,26.045,26.628,26.423,25.379,28.009,28.187,28.463,28.648,28.223,29.717,20.829,21.067,27.443,27.786,19.441
27.532,26.431,26.324,28.083,26.477,26.094,26.655,26.429,25.398,27.996,28.19,28.474,28.621,28.21,29.736,20.859,21.064,27.475,27.803,19.458
27.48,26.48,26.27,28.037,26.477,26.092,26.702,26.461,25.406,28.031,28.193,28.499,28.648,28.245,29.76,20.782,21.02,27.451,27.792,19.364
27.513,26.505,26.305,28.053,26.479,26.075,26.737,26.48,25.42,28.056,28.203,28.507,28.676,28.264,29.774,20.81,21.144,27.459,27.781,19.439
27.504,26.483,26.292,28.105,26.479,26.092,26.704,26.521,25.469,28.039,28.212,28.52,28.708,28.31,29.788,20.79,21.094,27.472,27.835,19.414
27.499,26.48,26.303,28.08,26.479,26.116,26.696,26.557,25.482,28.107,28.255,28.556,28.692,28.324,29.809,20.785,21.1,27.459,27.827,19.395
27.51,26.502,26.319,28.053,26.501,26.105,26.745,26.565,25.493,28.121,28.269,28.588,28.719,28.31,29.823,20.793,21.07,27.481,27.854,19.463
27.526,26.491,26.344,28.094,26.504,26.105,26.77,26.592,25.518,28.132,28.302,28.572,28.744,28.338,29.856,20.757,21.061,27.481,27.903,19.43
27.537,26.559,26.311,28.086,26.509,26.1,26.816,26.647,25.531,28.146,28.285,28.616,28.765,28.346,29.872,20.851,21.067,27.573,27.879,19.436
27.602,26.533,26.373,28.103,26.54,26.113,26.876,26.667,25.554,28.177,28.318,28.621,28.782,28.367,29.877,20.793,21.055,27.581,27.914,19.436
27.565,26.55,26.437,28.105,26.567,26.167,26.958,26.73,25.587,28.2,28.357,28.667,28.807,28.351,29.905,20.752,20.953,27.606,27.982,19.351
27.663,26.661,26.458,28.17,26.606,26.233,26.98,26.759,25.658,28.237,28.399,28.732,28.856,28.381,29.948,20.715,20.96,27.561,27.951,19.349
27.712,26.632,26.476,28.18,26.612,26.212,27.046,26.804,25.657,28.27,28.418,28.739,28.859,28.389,29.956,20.751,20.943,27.588,27.94,19.311
27.663,26.688,26.496,28.257,26.606,26.239,27.106,26.865,25.655,28.305,28.448,28.752,28.897,28.444,29.992,20.709,20.949,27.588,27.995,19.311
27.676,26.669,26.504,28.238,26.63,26.255,27.135,26.939,25.696,28.346,28.483,28.795,28.952,28.43,30.027,20.726,20.946,27.643,28.041,19.393
27.69,26.669,26.529,28.216,26.614,26.266,27.185,26.985,25.734,28.365,28.513,28.833,28.968,28.468,30.044,20.72,21.012,27.648,28.057,19.358
27.725,26.702,26.564,28.202,26.638,26.28,27.242,27.015,25.783,28.403,28.551,28.855,29.025,28.528,30.087,20.742,21.018,27.719,28.109,19.325
27.731,26.737,26.562,28.221,26.666,26.282,27.285,27.083,25.805,28.444,28.595,28.888,29.031,28.523,30.125,20.72,20.957,27.697,28.123,19.278
27.758,26.71,26.581,28.273,26.652,26.301,27.337,27.102,25.849,28.466,28.619,28.95,29.085,28.566,30.174,20.742,21.031,27.714,28.117,19.349
27.72,26.726,26.591,28.292,26.671,26.318,27.383,27.173,25.865,28.526,28.652,28.991,29.123,28.585,30.215,20.685,20.965,27.779,28.158,19.388
27.747,26.767,26.611,28.243,26.668,26.35,27.421,27.239,25.938,28.578,28.72,29.024,29.167,28.664,30.267,20.737,21.015,27.763,28.177,19.36
27.726,26.755,26.633,28.304,26.692,26.367,27.431,27.284,25.973,28.644,28.759,29.104,29.237,28.677,30.31,20.728,21.058,27.816,28.255,19.255
27.754,26.776,26.657,28.332,26.673,26.367,27.451,27.34,26.019,28.684,28.82,29.166,29.304,28.783,30.369,20.738,21.073,27.901,28.309,19.224
27.735,26.812,26.653,28.376,26.723,26.394,27.528,27.415,26.064,28.745,28.889,29.229,29.345,28.788,30.434,20.781,21.108,27.92,28.343,19.31
27.747,26.787,26.678,28.373,26.72,26.421,27.522,27.492,26.14,28.817,28.947,29.294,29.438,28.921,30.51,20.896,21.259,27.947,28.386,19.436
27.749,26.825,26.67,28.43,26.739,26.432,27.513,27.541,26.208,28.869,28.983,29.365,29.479,28.923,30.553,20.879,21.226,27.971,28.391,19.525
27.801,26.87,26.695,28.41,26.76,26.473,27.562,27.611,26.245,28.924,29.056,29.43,29.55,28.969,30.626,20.906,21.252,28.001,28.478,19.381
27.807,26.867,26.747,28.396,26.774,26.478,27.641,27.69,26.269,28.984,29.102,29.484,29.577,29.002,30.659,20.884,21.293,28.077,28.527,19.334
27.831,26.908,26.771,28.413,26.798,26.503,27.723,27.722,26.356,29.05,29.173,29.542,29.604,29.027,30.733,20.835,21.163,28.077,28.533,19.288
27.84,26.911,26.823,28.421,26.847,26.522,27.786,27.798,26.373,29.096,29.219,29.596,29.691,29.032,30.763,20.879,21.144,28.192,28.622,19.348
27.867,26.952,26.85,28.503,26.836,26.552,27.851,27.864,26.408,29.137,29.282,29.667,29.735,29.122,30.822,20.832,21.141,28.241,28.666,19.4
27.889,26.962,26.883,28.508,26.885,26.59,27.911,27.921,26.465,29.219,29.345,29.732,29.825,29.136,30.882,20.815,21.084,28.232,28.69,19.398
27.918,27.031,26.842,28.565,26.88,26.598,27.963,28.005,26.479,29.276,29.402,29.77,29.855,29.198,30.942,20.807,21.095,28.295,28.726,19.326
27.921,27.025,26.932,28.549,26.907,26.645,28.025,28.068,26.563,29.33,29.486,29.844,29.92,29.28,30.989,20.859,21.238,28.333,28.753,19.235
27.983,27.045,26.948,28.599,26.946,26.677,28.071,28.11,26.595,29.41,29.543,29.928,30.007,29.261,31.07,20.832,21.204,28.409,28.848,19.238
28.084,27.127,27.027,28.702,26.987,26.722,28.137,28.198,26.662,29.482,29.619,29.992,29.987,29.315,31.152,20.85,21.194,28.43,28.839,19.322
28.098,27.222,27.114,28.807,27.058,26.794,28.195,28.309,26.747,29.55,29.706,30.08,30.087,29.402,31.193,20.8,21.208,28.46,28.937,19.292
28.115,27.236,27.133,28.798,27.064,26.808,28.171,28.346,26.806,29.629,29.766,30.136,30.204,29.509,31.269,20.82,21.252,28.476,28.956,19.416
28.139,27.29,27.136,28.815,27.104,26.86,28.208,28.437,26.84,29.702,29.856,30.217,30.204,29.498,31.323,20.85,21.147,28.558,29.03,19.358
28.205,27.317,27.199,28.845,27.134,26.876,28.225,28.499,26.872,29.773,29.927,30.301,30.319,29.604,31.408,20.795,21.128,28.577,29.084,19.399
28.218,27.418,27.218,28.889,27.153,26.914,28.26,28.565,26.911,29.857,30,30.355,30.352,29.628,31.46,20.836,21.076,28.618,29.158,19.303
28.273,27.429,27.278,28.891,27.172,26.925,28.326,28.657,26.949,29.92,30.071,30.415,30.425,29.675,31.547,20.855,21.155,28.7,29.182,19.358
28.294,27.5,27.313,28.959,27.216,26.971,28.296,28.734,27.03,29.991,30.144,30.5,30.548,29.748,31.596,20.82,21.178,28.71,29.247,19.333
28.368,27.519,27.338,28.976,27.246,27.007,28.405,28.804,27.063,30.073,30.234,30.562,30.558,29.835,31.675,20.847,21.131,28.803,29.345,19.3
28.357,27.546,27.373,29.036,27.289,27.031,28.473,28.87,27.096,30.127,30.313,30.669,30.624,29.884,31.748,20.781,21.076,28.871,29.37,19.195
28.403,27.505,27.425,29.076,27.303,27.097,28.467,28.984,27.145,30.217,30.4,30.734,30.719,29.936,31.822,20.809,21.076,28.906,29.435,19.248
28.412,27.562,27.452,29.115,27.336,27.102,28.592,29.082,27.207,30.269,30.488,30.797,30.779,30.012,31.895,20.842,21.089,28.991,29.465,19.264
28.463,27.606,27.487,29.095,27.344,27.132,28.671,29.183,27.265,30.337,30.575,30.897,30.839,30.067,31.98,20.847,21.172,29.026,29.536,19.22
28.493,27.729,27.536,29.221,27.366,27.2,28.671,29.273,27.333,30.418,30.67,30.99,30.945,30.17,32.056,20.811,21.128,29.073,29.62,19.262
28.562,27.744,27.552,29.188,27.419,27.225,28.784,29.384,27.396,30.513,30.748,31.091,31.01,30.213,32.172,20.819,21.152,29.172,29.698,19.142
28.509,27.71,27.616,29.254,27.461,27.268,28.808,29.505,27.471,30.616,30.885,31.195,31.114,30.329,32.283,20.849,21.13,29.241,29.77,19.297
28.538,27.752,27.697,29.337,27.475,27.317,28.866,29.612,27.573,30.695,30.981,31.307,31.221,30.433,32.346,20.85,21.315,29.268,29.852,19.327
28.596,27.838,27.746,29.384,27.527,27.336,28.913,29.725,27.632,30.808,31.09,31.405,31.337,30.533,32.459,20.89,21.237,29.352,29.952,19.285
28.621,27.824,27.789,29.408,27.565,27.396,28.929,29.889,27.722,30.908,31.199,31.514,31.435,30.585,32.549,20.885,21.234,29.434,30.05,19.321
28.719,27.921,27.833,29.461,27.596,27.443,28.984,30.01,27.789,31.002,31.313,31.598,31.546,30.674,32.655,20.904,21.227,29.507,30.117,19.282
28.692,27.962,27.833,29.483,27.632,27.483,29.095,30.157,27.862,31.103,31.439,31.723,31.636,30.723,32.764,20.879,21.147,29.591,30.194,19.169
28.763,28.033,27.92,29.567,27.67,27.516,29.256,30.293,27.979,31.166,31.534,31.826,31.712,30.81,32.851,20.832,21.169,29.662,30.314,19.183
28.806,28.065,27.978,29.938,27.74,27.565,29.349,30.472,28.064,31.277,31.662,31.946,31.864,30.919,32.938,20.783,21.216,29.738,30.387,19.161
28.73,28.155,27.858,29.494,27.732,27.502,29.387,30.492,28.083,31.362,31.774,31.99,31.813,30.927,33.006,20.838,21.227,29.82,30.441,19.175
28.61,28.049,27.787,29.29,27.637,27.407,29.439,30.462,28.05,31.329,31.798,31.992,31.747,30.865,33.012,20.868,21.172,29.847,30.499,19.263
28.529,27.864,27.741,29.456,27.542,27.287,29.447,30.421,28.012,31.269,31.784,32.028,31.679,30.772,32.998,20.873,21.169,29.864,30.48,19.257
28.479,27.602,27.618,29.404,27.558,27.206,29.316,30.298,27.969,31.22,31.708,31.96,31.674,30.772,32.895,20.766,21.133,29.861,30.51,19.202
28.433,27.698,27.537,29.124,27.487,27.138,29.283,30.162,27.862,31.157,31.662,31.908,31.565,30.644,32.87,20.796,21.117,29.883,30.477,19.134
28.382,27.585,27.549,29.271,27.411,27.044,29.229,30.074,27.784,31.051,31.603,31.848,31.452,30.549,32.799,20.78,21.135,29.801,30.45,19.131
28.334,27.48,27.373,29.093,27.414,26.993,29.009,29.902,27.72,30.994,31.475,31.791,31.391,30.552,32.682,20.78,21.179,29.79,30.371,19.156
28.277,27.609,27.418,28.973,27.379,26.98,28.908,29.769,27.592,30.907,31.445,31.683,31.28,30.451,32.636,20.773,21.145,29.721,30.334,19.182
28.293,27.264,27.334,29.13,27.366,26.852,28.792,29.656,27.541,30.775,31.28,31.591,31.201,30.328,32.519,20.757,21.153,29.699,30.28,19.141
28.224,27.239,27.281,29.082,27.306,26.814,28.62,29.534,27.415,30.664,31.228,31.546,31.111,30.241,32.418,20.806,21.233,29.593,30.195,19.154
28.186,27.144,27.125,28.972,27.263,26.738,28.514,29.345,27.323,30.576,31.092,31.414,31.005,30.149,32.328,20.746,21.131,29.574,30.114,19.168
28.161,27.043,27.055,28.927,27.219,26.659,28.429,29.207,27.186,30.44,30.983,31.309,30.872,30.043,32.222,20.729,21.106,29.53,30.108,19.13
28.074,26.969,27.03,28.897,27.17,26.59,28.263,29.071,27.082,30.31,30.91,31.219,30.736,29.953,32.149,20.762,21.175,29.429,30.048,19.094
28.001,27.222,26.927,28.562,27.096,26.533,28.171,28.883,26.914,30.236,30.836,31.064,30.619,29.846,32.053,20.729,21.048,29.356,29.95,19.138
27.976,26.945,26.818,28.603,27.077,26.471,28.015,28.736,26.864,30.127,30.676,30.947,30.556,29.778,31.923,20.729,21.114,29.274,29.833,19.138
27.935,26.925,26.755,28.581,27.012,26.389,27.833,28.611,26.75,29.991,30.575,30.84,30.447,29.691,31.822,20.666,21.046,29.201,29.721,19.207
27.875,26.92,26.687,28.363,26.971,26.337,27.748,28.442,26.6,29.912,30.507,30.704,30.303,29.588,31.743,20.685,21.057,29.097,29.648,19.209
27.813,26.798,26.596,28.457,26.881,26.236,27.648,28.346,26.493,29.751,30.389,30.64,30.218,29.465,31.62,20.726,21.051,29.04,29.618,19.228
27.728,26.542,26.521,28.527,26.829,26.149,27.514,28.184,26.374,29.643,30.284,30.516,30.107,29.321,31.517,20.68,21.026,28.945,29.46,19.24
27.697,26.497,26.417,28.342,26.801,26.089,27.33,28.034,26.302,29.555,30.166,30.4,30.051,29.336,31.429,20.626,20.99,28.876,29.418,19.25
27.6,26.588,26.271,28.151,26.734,26.043,27.159,27.904,26.259,29.483,30.071,30.327,29.965,29.316,31.355,20.726,21.166,28.808,29.367,19.137
27.543,26.52,26.325,27.96,26.664,25.97,27.054,27.754,26.121,29.367,30.018,30.21,29.839,29.204,31.262,20.706,21.124,28.77,29.358,19.17
27.467,26.369,26.115,28.01,26.657,25.902,26.863,27.633,26.068,29.268,29.89,30.117,29.754,29.125,31.166,20.766,21.178,28.701,29.214,19.181
27.423,26.121,26.085,28.089,26.578,25.79,26.73,27.505,25.973,29.137,29.767,30.021,29.681,29.062,31.046,20.739,21.169,28.573,29.157,19.255
27.369,26.238,25.993,27.948,26.524,25.741,26.55,27.355,25.905,29.066,29.68,29.893,29.586,28.973,30.965,20.783,21.197,28.497,29.069,19.277
27.292,25.966,25.922,28.084,26.458,25.629,26.384,27.268,25.829,28.966,29.563,29.787,29.499,28.907,30.826,20.799,21.26,28.394,28.931,19.255
27.249,25.865,25.87,27.896,26.442,25.607,26.239,27.129,25.69,28.843,29.47,29.662,29.392,28.774,30.728,20.733,21.079,28.336,28.914,19.305
27.192,26.086,25.737,27.664,26.347,25.518,26.155,26.982,25.616,28.745,29.41,29.558,29.24,28.676,30.668,20.758,21.073,28.257,28.797,19.398
27.121,25.795,25.723,27.771,26.278,25.474,26.035,26.876,25.529,28.625,29.277,29.439,29.18,28.616,30.526,20.717,21.12,28.14,28.707,19.34
27.012,25.885,25.699,27.713,26.191,25.398,25.934,26.772,25.42,28.522,29.176,29.371,29.066,28.578,30.417,20.791,21.15,28.05,28.634,19.302
27.099,25.754,25.677,27.539,26.213,25.433,25.777,26.595,25.336,28.408,29.081,29.234,28.981,28.504,30.336,20.769,21.123,27.947,28.511,19.219
27.178,25.865,25.808,27.656,26.27,25.588,25.646,26.503,25.259,28.304,28.964,29.131,28.878,28.417,30.224,20.711,21.013,27.89,28.457,19.305
27.287,26.004,25.906,27.741,26.349,25.7,25.638,26.424,25.2,28.252,28.926,29.036,28.823,28.311,30.183,20.728,21.09,27.854,28.389,19.318
27.357,26.103,26.036,27.918,26.41,25.773,25.553,26.354,25.125,28.175,28.858,28.976,28.782,28.3,30.123,20.766,21.047,27.811,28.334,19.373
27.396,26.127,26.069,27.969,26.434,25.839,25.542,26.285,25.08,28.124,28.795,28.886,28.761,28.289,30.074,20.766,21.092,27.775,28.312,19.349
27.436,26.182,26.137,28.022,26.503,25.928,25.55,26.248,25.054,28.096,28.749,28.864,28.698,28.237,30.028,20.739,20.973,27.775,28.28,19.346
27.558,26.351,26.25,28.14,26.568,26.006,25.548,26.24,25.052,28.076,28.75,28.833,28.699,28.262,30.02,20.773,21.021,27.684,28.175,19.358
27.612,26.39,26.3,28.199,26.59,26.046,25.538,26.203,25.055,28.072,28.702,28.781,28.705,28.218,29.971,20.732,21.024,27.663,28.153,19.427
27.626,26.379,26.302,28.18,26.601,26.087,25.571,26.198,25.058,28.039,28.691,28.751,28.661,28.21,29.943,20.749,21.04,27.652,28.118,19.345
27.737,26.509,26.292,28.2,26.625,26.114,25.587,26.21,25.062,28.025,28.685,28.744,28.645,28.213,29.927,20.732,21.024,27.635,28.121,19.353
27.737,26.531,26.377,28.314,26.644,26.152,25.581,26.21,25.04,28.001,28.656,28.709,28.647,28.227,29.916,20.762,21.093,27.595,28.061,19.356
27.728,26.506,26.366,28.347,26.661,26.177,25.611,26.21,25.068,27.971,28.636,28.7,28.65,28.218,29.905,20.762,21.054,27.578,28.066,19.386
27.761,26.528,26.393,28.372,26.666,26.193,25.579,26.191,25.065,27.99,28.617,28.687,28.634,28.221,29.886,20.702,21.035,27.54,28.05,19.328
27.767,26.583,26.45,28.377,26.672,26.201,25.57,26.172,25.081,27.979,28.617,28.668,28.653,28.202,29.873,20.746,21.043,27.513,28.02,19.301
27.723,26.588,26.439,28.44,26.683,26.245,25.562,26.196,25.092,27.96,28.585,28.668,28.65,28.235,29.884,20.757,21.139,27.516,27.987,19.295
